accession,filename,size_bp,size_kb,size_mb
PQ963377,PQ963377.fasta,149031,149.03,0.149
PQ963857,PQ963857.fasta,139075,139.07,0.139
PQ997912,PQ997912.fasta,148200,148.2,0.148
PV005926,PV005926.fasta,139418,139.42,0.139
PV008705,PV008705.fasta,155785,155.78,0.156
PV008706,PV008706.fasta,161352,161.35,0.161
PV008707,PV008707.fasta,159709,159.71,0.16
PV008708,PV008708.fasta,147515,147.51,0.148
PV008709,PV008709.fasta,162897,162.9,0.163
PV008710,PV008710.fasta,153565,153.56,0.154
PV008711,PV008711.fasta,157296,157.3,0.157
PV008712,PV008712.fasta,158919,158.92,0.159
PV008713,PV008713.fasta,161732,161.73,0.162
PV010369,PV010369.fasta,158743,158.74,0.159
PV010370,PV010370.fasta,160712,160.71,0.161
PV011954,PV011954.fasta,155421,155.42,0.155
PV017257,PV017257.fasta,152084,152.08,0.152
PV021566,PV021566.fasta,158755,158.75,0.159
PV021571,PV021571.fasta,139964,139.96,0.14
PV021911,PV021911.fasta,155189,155.19,0.155
PV026015,PV026015.fasta,163889,163.89,0.164
PV026016,PV026016.fasta,164000,164.0,0.164
PV026018,PV026018.fasta,153985,153.99,0.154
PV026028,PV026028.fasta,152931,152.93,0.153
PV026107,PV026107.fasta,156610,156.61,0.157
PV026310,PV026310.fasta,152442,152.44,0.152
PV026539,PV026539.fasta,151680,151.68,0.152
PV026543,PV026543.fasta,150452,150.45,0.15
PV026546,PV026546.fasta,150153,150.15,0.15
PV026548,PV026548.fasta,152292,152.29,0.152
PV032006,PV032006.fasta,149040,149.04,0.149
PV040725,PV040725.fasta,151757,151.76,0.152
PV040735,PV040735.1.fasta,151313,151.31,0.151
PV054326,PV054326.fasta,135037,135.04,0.135
PV054327,PV054327.fasta,135010,135.01,0.135
PV055053,PV055053.fasta,155635,155.63,0.156
PV055054,PV055054.fasta,155987,155.99,0.156
PV055055,PV055055.fasta,155329,155.33,0.155
PV055058,PV055058.fasta,155211,155.21,0.155
PV055059,PV055059.fasta,154613,154.61,0.155
PV055060,PV055060.fasta,154578,154.58,0.155
PV055061,PV055061.fasta,155520,155.52,0.156
PV055065,PV055065.fasta,155931,155.93,0.156
PV055066,PV055066.fasta,155965,155.97,0.156
PV055067,PV055067.fasta,155335,155.34,0.155
PV055143,PV055143.1.fasta,195850,195.85,0.196
PV067999,PV067999.fasta,168126,168.13,0.168
PV068279,PV068279.fasta,169523,169.52,0.17
PV069734,PV069734.fasta,154218,154.22,0.154
PV069736,PV069736.fasta,149722,149.72,0.15
PV069737,PV069737.fasta,149713,149.71,0.15
PV069741,PV069741.fasta,161930,161.93,0.162
PV077810,PV077810.fasta,155184,155.18,0.155
PV078023,PV078023.fasta,155594,155.59,0.156
PV078024,PV078024.fasta,155599,155.6,0.156
PV078025,PV078025.fasta,154290,154.29,0.154
PV083600,PV083600.fasta,158100,158.1,0.158
PV083601,PV083601.fasta,158441,158.44,0.158
PV083602,PV083602.fasta,158022,158.02,0.158
PV083603,PV083603.fasta,157923,157.92,0.158
PV083604,PV083604.fasta,157950,157.95,0.158
PV083605,PV083605.fasta,158030,158.03,0.158
PV083606,PV083606.fasta,158176,158.18,0.158
PV083607,PV083607.fasta,158227,158.23,0.158
PV083608,PV083608.fasta,158452,158.45,0.158
PV083609,PV083609.fasta,158120,158.12,0.158
PV083610,PV083610.fasta,158408,158.41,0.158
PV083611,PV083611.fasta,158641,158.64,0.159
PV083612,PV083612.fasta,158458,158.46,0.158
PV083613,PV083613.fasta,158424,158.42,0.158
PV083614,PV083614.fasta,158332,158.33,0.158
PV083615,PV083615.fasta,158361,158.36,0.158
PV083616,PV083616.fasta,158530,158.53,0.159
PV083617,PV083617.fasta,158304,158.3,0.158
PV083618,PV083618.fasta,158426,158.43,0.158
PV083619,PV083619.fasta,157793,157.79,0.158
PV083620,PV083620.fasta,158396,158.4,0.158
PV083621,PV083621.fasta,158589,158.59,0.159
PV083622,PV083622.fasta,158416,158.42,0.158
PV084569,PV084569.fasta,159365,159.37,0.159
PV085078,PV085078.fasta,139701,139.7,0.14
PV087144,PV087144.fasta,155011,155.01,0.155
PV087148,PV087148.fasta,156141,156.14,0.156
PV087149,PV087149.fasta,155291,155.29,0.155
PV087150,PV087150.fasta,157001,157.0,0.157
PV087151,PV087151.fasta,155835,155.84,0.156
PV087152,PV087152.fasta,155943,155.94,0.156
PV087154,PV087154.fasta,157115,157.12,0.157
PV087155,PV087155.fasta,156799,156.8,0.157
PV087156,PV087156.fasta,156842,156.84,0.157
PV087157,PV087157.fasta,156882,156.88,0.157
PV087158,PV087158.fasta,156836,156.84,0.157
PV087159,PV087159.fasta,156979,156.98,0.157
PV087161,PV087161.fasta,155273,155.27,0.155
PV087166,PV087166.fasta,155698,155.7,0.156
PV087168,PV087168.fasta,154089,154.09,0.154
PV087169,PV087169.fasta,153882,153.88,0.154
PV087170,PV087170.fasta,154810,154.81,0.155
PV087171,PV087171.fasta,156868,156.87,0.157
PV087172,PV087172.fasta,156581,156.58,0.157
PV087174,PV087174.fasta,157048,157.05,0.157
PV087175,PV087175.fasta,156385,156.38,0.156
PV089644,PV089644.fasta,152441,152.44,0.152
PV089728,PV089728.fasta,159726,159.73,0.16
PV091121,PV091121.fasta,141125,141.12,0.141
PV091122,PV091122.fasta,141133,141.13,0.141
PV094900,PV094900.fasta,153254,153.25,0.153
PV096988,PV096988.fasta,158040,158.04,0.158
PV097193,PV097193.fasta,153238,153.24,0.153
PV097784,PV097784.fasta,157714,157.71,0.158
PV110183,PV110183.fasta,156539,156.54,0.157
PV110184,PV110184.fasta,156773,156.77,0.157
PV112452,PV112452.1.fasta,129227,129.23,0.129
PV116304,PV116304.fasta,151728,151.73,0.152
PV116305,PV116305.fasta,151610,151.61,0.152
PV116306,PV116306.fasta,151693,151.69,0.152
PV130124,PV130124.fasta,160232,160.23,0.16
PV130125,PV130125.fasta,160318,160.32,0.16
PV130126,PV130126.fasta,160209,160.21,0.16
PV130127,PV130127.fasta,160236,160.24,0.16
PV132456,PV132456.fasta,160774,160.77,0.161
PV132460,PV132460.fasta,160814,160.81,0.161
PV132470,PV132470.fasta,160905,160.91,0.161
PV132481,PV132481.fasta,160821,160.82,0.161
PV137603,PV137603.fasta,153206,153.21,0.153
PV137968,PV137968.1.fasta,157784,157.78,0.158
PV138132,PV138132.fasta,151122,151.12,0.151
PV138184,PV138184.fasta,152464,152.46,0.152
PV138186,PV138186.fasta,151725,151.72,0.152
PV138187,PV138187.fasta,151750,151.75,0.152
PV138220,PV138220.fasta,158090,158.09,0.158
PV138221,PV138221.fasta,157886,157.89,0.158
PV138222,PV138222.fasta,158061,158.06,0.158
PV153498,PV153498.fasta,161849,161.85,0.162
PV153503,PV153503.fasta,157957,157.96,0.158
PV156652,PV156652.fasta,125752,125.75,0.126
PV156653,PV156653.fasta,125549,125.55,0.126
PV158116,PV158116.fasta,127891,127.89,0.128
PV158117,PV158117.fasta,127888,127.89,0.128
PV158118,PV158118.fasta,127874,127.87,0.128
PV158119,PV158119.fasta,127796,127.8,0.128
PV158120,PV158120.fasta,127796,127.8,0.128
PV158121,PV158121.fasta,127867,127.87,0.128
PV164577,PV164577.fasta,157283,157.28,0.157
PV170628,PV170628.fasta,142541,142.54,0.143
PV174432,PV174432.fasta,157809,157.81,0.158
PV176888,PV176888.fasta,158757,158.76,0.159
PV177150,PV177150.fasta,149595,149.59,0.15
PV177151,PV177151.fasta,149302,149.3,0.149
PV177152,PV177152.fasta,149262,149.26,0.149
PV177935,PV177935.fasta,154908,154.91,0.155
PV177937,PV177937.fasta,155087,155.09,0.155
PV177938,PV177938.fasta,155040,155.04,0.155
PV185782,PV185782.fasta,135897,135.9,0.136
PV185783,PV185783.fasta,135898,135.9,0.136
PV190327,PV190327.fasta,163957,163.96,0.164
PV191269,PV191269.fasta,161259,161.26,0.161
PV191314,PV191314.fasta,157070,157.07,0.157
PV192894,PV192894.fasta,157298,157.3,0.157
PV192895,PV192895.fasta,157274,157.27,0.157
PV192896,PV192896.fasta,157069,157.07,0.157
PV192897,PV192897.fasta,157326,157.33,0.157
PV192898,PV192898.fasta,157280,157.28,0.157
PV192902,PV192902.fasta,157304,157.3,0.157
PV192904,PV192904.fasta,157154,157.15,0.157
PV192906,PV192906.fasta,156944,156.94,0.157
PV192907,PV192907.fasta,157070,157.07,0.157
PV192909,PV192909.fasta,156720,156.72,0.157
PV192910,PV192910.fasta,158590,158.59,0.159
PV192911,PV192911.fasta,159093,159.09,0.159
PV192912,PV192912.fasta,159159,159.16,0.159
PV192913,PV192913.fasta,159114,159.11,0.159
PV192914,PV192914.fasta,158997,159.0,0.159
PV192915,PV192915.fasta,158995,159.0,0.159
PV192916,PV192916.fasta,157341,157.34,0.157
PV192917,PV192917.fasta,159091,159.09,0.159
PV192918,PV192918.fasta,158542,158.54,0.159
PV192920,PV192920.fasta,159079,159.08,0.159
PV192921,PV192921.fasta,156828,156.83,0.157
PV192922,PV192922.fasta,150329,150.33,0.15
PV192923,PV192923.fasta,155369,155.37,0.155
PV192925,PV192925.fasta,150763,150.76,0.151
PV192927,PV192927.fasta,150719,150.72,0.151
PV199345,PV199345.fasta,154579,154.58,0.155
PV199346,PV199346.fasta,154578,154.58,0.155
PV200167,PV200167.fasta,179999,180.0,0.18
PV200169,PV200169.fasta,150549,150.55,0.151
PV200213,PV200213.fasta,170323,170.32,0.17
PV200281,PV200281.fasta,156632,156.63,0.157
PV207326,PV207326.fasta,160322,160.32,0.16
PV207539,PV207539.fasta,158938,158.94,0.159
PV208095,PV208095.fasta,157828,157.83,0.158
PV208506,PV208506.fasta,151414,151.41,0.151
PV208507,PV208507.fasta,151261,151.26,0.151
PV208531,PV208531.fasta,155140,155.14,0.155
PV216845,PV216845.fasta,157061,157.06,0.157
PV217815,PV217815.fasta,152779,152.78,0.153
PV217816,PV217816.fasta,152851,152.85,0.153
PV217817,PV217817.fasta,152708,152.71,0.153
PV219191,PV219191.fasta,156104,156.1,0.156
PV219390,PV219390.fasta,155548,155.55,0.156
PV219391,PV219391.fasta,154893,154.89,0.155
PV219392,PV219392.fasta,155209,155.21,0.155
PV219393,PV219393.fasta,154996,155.0,0.155
PV219394,PV219394.fasta,155449,155.45,0.155
PV219395,PV219395.fasta,155242,155.24,0.155
PV221539,PV221539.fasta,153692,153.69,0.154
PV221540,PV221540.fasta,153409,153.41,0.153
PV221541,PV221541.fasta,153768,153.77,0.154
PV221542,PV221542.fasta,153614,153.61,0.154
PV221543,PV221543.fasta,153686,153.69,0.154
PV221544,PV221544.fasta,154096,154.1,0.154
PV221545,PV221545.fasta,153858,153.86,0.154
PV221546,PV221546.fasta,153778,153.78,0.154
PV221547,PV221547.fasta,153897,153.9,0.154
PV221548,PV221548.fasta,153921,153.92,0.154
PV221549,PV221549.fasta,153890,153.89,0.154
PV221550,PV221550.fasta,153877,153.88,0.154
PV221551,PV221551.fasta,153946,153.95,0.154
PV221552,PV221552.fasta,153698,153.7,0.154
PV226239,PV226239.fasta,151725,151.72,0.152
PV231676,PV231676.fasta,168650,168.65,0.169
PV231884,PV231884.1.fasta,143367,143.37,0.143
PV231885,PV231885.1.fasta,116161,116.16,0.116
PV235598,PV235598.fasta,151480,151.48,0.151
PV236216,PV236216.fasta,160827,160.83,0.161
PV239466,PV239466.fasta,155276,155.28,0.155
PV239469,PV239469.fasta,155106,155.11,0.155
PV239470,PV239470.fasta,155214,155.21,0.155
PV239471,PV239471.fasta,155487,155.49,0.155
PV239472,PV239472.fasta,155127,155.13,0.155
PV239601,PV239601.fasta,160076,160.08,0.16
PV239602,PV239602.fasta,160067,160.07,0.16
PV239776,PV239776.fasta,162602,162.6,0.163
PV239785,PV239785.fasta,172206,172.21,0.172
PV240322,PV240322.fasta,122413,122.41,0.122
PV241163,PV241163.fasta,157144,157.14,0.157
PV241164,PV241164.fasta,157084,157.08,0.157
PV243281,PV243281.fasta,156143,156.14,0.156
PV243805,PV243805.fasta,150368,150.37,0.15
PV243854,PV243854.fasta,151379,151.38,0.151
PV252188,PV252188.fasta,152432,152.43,0.152
PV256407,PV256407.fasta,150614,150.61,0.151
PV256541,PV256541.fasta,155585,155.59,0.156
PV262343,PV262343.fasta,153714,153.71,0.154
PV274302,PV274302.fasta,160367,160.37,0.16
PV275532,PV275532.fasta,161278,161.28,0.161
PV276164,PV276164.fasta,158160,158.16,0.158
PV276165,PV276165.fasta,157934,157.93,0.158
PV276166,PV276166.fasta,158368,158.37,0.158
PV276167,PV276167.fasta,156648,156.65,0.157
PV276168,PV276168.fasta,155753,155.75,0.156
PV276169,PV276169.fasta,158687,158.69,0.159
PV276170,PV276170.fasta,157302,157.3,0.157
PV276193,PV276193.fasta,156389,156.39,0.156
PV276194,PV276194.fasta,152265,152.26,0.152
PV276231,PV276231.fasta,153495,153.5,0.153
PV276232,PV276232.fasta,153699,153.7,0.154
PV282406,PV282406.fasta,156701,156.7,0.157
PV282407,PV282407.fasta,156971,156.97,0.157
PV282408,PV282408.fasta,156750,156.75,0.157
PV294933,PV294933.fasta,155628,155.63,0.156
PV294935,PV294935.fasta,156791,156.79,0.157
PV294938,PV294938.fasta,153452,153.45,0.153
PV296132,PV296132.fasta,166660,166.66,0.167
PV296135,PV296135.fasta,160126,160.13,0.16
PV299159,PV299159.fasta,155376,155.38,0.155
PV325052,PV325052.fasta,151237,151.24,0.151
PV330080,PV330080.fasta,157288,157.29,0.157
PV330081,PV330081.fasta,157148,157.15,0.157
PV330082,PV330082.fasta,157346,157.35,0.157
PV330083,PV330083.fasta,157177,157.18,0.157
PV330311,PV330311.fasta,169339,169.34,0.169
PV330320,PV330320.fasta,156051,156.05,0.156
PV335037,PV335037.fasta,154985,154.99,0.155
PV335038,PV335038.fasta,155480,155.48,0.155
PV335040,PV335040.fasta,155215,155.22,0.155
PV335044,PV335044.fasta,155209,155.21,0.155
PV335045,PV335045.fasta,154819,154.82,0.155
PV335048,PV335048.fasta,155147,155.15,0.155
PV335050,PV335050.fasta,155097,155.1,0.155
PV335051,PV335051.fasta,154819,154.82,0.155
PV335052,PV335052.fasta,155589,155.59,0.156
PV335054,PV335054.fasta,155243,155.24,0.155
PV335544,PV335544.fasta,159759,159.76,0.16
PV339526,PV339526.fasta,149961,149.96,0.15
PV339527,PV339527.fasta,150164,150.16,0.15
PV339528,PV339528.fasta,151204,151.2,0.151
PV339529,PV339529.fasta,151266,151.27,0.151
PV339530,PV339530.fasta,151479,151.48,0.151
PV339531,PV339531.fasta,150060,150.06,0.15
PV339532,PV339532.fasta,150674,150.67,0.151
PV339537,PV339537.fasta,175721,175.72,0.176
PV340579,PV340579.fasta,151662,151.66,0.152
PV340580,PV340580.fasta,151163,151.16,0.151
PV340581,PV340581.fasta,151260,151.26,0.151
PV340582,PV340582.fasta,151321,151.32,0.151
PV340612,PV340612.fasta,149923,149.92,0.15
PV340613,PV340613.fasta,149913,149.91,0.15
PV340614,PV340614.fasta,150026,150.03,0.15
PV340847,PV340847.fasta,143932,143.93,0.144
PV345991,PV345991.fasta,156984,156.98,0.157
PV356797,PV356797.fasta,149596,149.6,0.15
PV356815,PV356815.1.fasta,133867,133.87,0.134
PV364363,PV364363.fasta,170572,170.57,0.171
PV364364,PV364364.fasta,170726,170.73,0.171
PV364366,PV364366.fasta,171564,171.56,0.172
PV364367,PV364367.fasta,171306,171.31,0.171
PV364368,PV364368.fasta,163923,163.92,0.164
PV364369,PV364369.fasta,163909,163.91,0.164
PV364370,PV364370.fasta,165528,165.53,0.166
PV364371,PV364371.fasta,168278,168.28,0.168
PV364429,PV364429.fasta,124717,124.72,0.125
PV364605,PV364605.fasta,154654,154.65,0.155
PV364606,PV364606.fasta,159241,159.24,0.159
PV364607,PV364607.fasta,154228,154.23,0.154
PV364609,PV364609.fasta,156633,156.63,0.157
PV364611,PV364611.fasta,154523,154.52,0.155
PV365186,PV365186.fasta,153495,153.5,0.153
PV365187,PV365187.fasta,141691,141.69,0.142
PV366311,PV366311.fasta,139589,139.59,0.14
PV367265,PV367265.fasta,139601,139.6,0.14
PV370340,PV370340.fasta,154345,154.34,0.154
PV370355,PV370355.fasta,152056,152.06,0.152
PV394223,PV394223.fasta,161092,161.09,0.161
PV394816,PV394816.fasta,167177,167.18,0.167
PV409667,PV409667.fasta,157851,157.85,0.158
PV409668,PV409668.fasta,155481,155.48,0.155
PV409669,PV409669.fasta,154225,154.22,0.154
PV409670,PV409670.fasta,158401,158.4,0.158
PV409671,PV409671.fasta,158324,158.32,0.158
PV409672,PV409672.fasta,158994,158.99,0.159
PV409673,PV409673.fasta,151761,151.76,0.152
PV409674,PV409674.fasta,157959,157.96,0.158
PV409676,PV409676.fasta,158457,158.46,0.158
PV409677,PV409677.fasta,158402,158.4,0.158
PV409678,PV409678.fasta,158554,158.55,0.159
PV409680,PV409680.fasta,158578,158.58,0.159
PV409681,PV409681.fasta,166949,166.95,0.167
PV409682,PV409682.fasta,157333,157.33,0.157
PV409683,PV409683.fasta,158052,158.05,0.158
PV409684,PV409684.fasta,158230,158.23,0.158
PV414516,PV414516.1.fasta,190579,190.58,0.191
PV415122,PV415122.1.fasta,124286,124.29,0.124
PV415123,PV415123.1.fasta,124093,124.09,0.124
PV415124,PV415124.1.fasta,124574,124.57,0.125
PV415133,PV415133.fasta,156266,156.27,0.156
PV415187,PV415187.fasta,164474,164.47,0.164
PV415188,PV415188.fasta,158884,158.88,0.159
PV423334,PV423334.fasta,159754,159.75,0.16
PV423335,PV423335.fasta,159658,159.66,0.16
PV423336,PV423336.fasta,159661,159.66,0.16
PV423337,PV423337.fasta,159703,159.7,0.16
PV423339,PV423339.fasta,159338,159.34,0.159
PV423340,PV423340.fasta,159593,159.59,0.16
PV423341,PV423341.fasta,159672,159.67,0.16
PV423342,PV423342.fasta,159635,159.63,0.16
PV423343,PV423343.fasta,159743,159.74,0.16
PV423344,PV423344.fasta,159521,159.52,0.16
PV423346,PV423346.fasta,159642,159.64,0.16
PV423347,PV423347.fasta,159493,159.49,0.159
PV423348,PV423348.fasta,159691,159.69,0.16
PV423349,PV423349.fasta,159567,159.57,0.16
PV423350,PV423350.fasta,159675,159.68,0.16
PV423351,PV423351.fasta,159711,159.71,0.16
PV423352,PV423352.fasta,159712,159.71,0.16
PV423353,PV423353.fasta,159743,159.74,0.16
PV423355,PV423355.fasta,159641,159.64,0.16
PV423509,PV423509.fasta,151971,151.97,0.152
PV423670,PV423670.1.fasta,133026,133.03,0.133
PV423671,PV423671.1.fasta,129702,129.7,0.13
PV423672,PV423672.1.fasta,128296,128.3,0.128
PV423673,PV423673.1.fasta,131480,131.48,0.131
PV423674,PV423674.1.fasta,130389,130.39,0.13
PV423675,PV423675.1.fasta,129651,129.65,0.13
PV423676,PV423676.1.fasta,127636,127.64,0.128
PV423677,PV423677.1.fasta,126651,126.65,0.127
PV423678,PV423678.1.fasta,129664,129.66,0.13
PV423679,PV423679.1.fasta,127887,127.89,0.128
PV423680,PV423680.1.fasta,133735,133.74,0.134
PV423681,PV423681.1.fasta,123686,123.69,0.124
PV423682,PV423682.1.fasta,129237,129.24,0.129
PV423683,PV423683.1.fasta,154232,154.23,0.154
PV423684,PV423684.1.fasta,129555,129.56,0.13
PV423686,PV423686.1.fasta,126753,126.75,0.127
PV423687,PV423687.1.fasta,131788,131.79,0.132
PV423688,PV423688.1.fasta,127083,127.08,0.127
PV423689,PV423689.1.fasta,199024,199.02,0.199
PV423690,PV423690.1.fasta,127216,127.22,0.127
PV423691,PV423691.1.fasta,130325,130.32,0.13
PV423692,PV423692.1.fasta,141694,141.69,0.142
PV423693,PV423693.1.fasta,129185,129.19,0.129
PV423694,PV423694.1.fasta,132620,132.62,0.133
PV423695,PV423695.1.fasta,133026,133.03,0.133
PV423697,PV423697.1.fasta,144245,144.25,0.144
PV423698,PV423698.1.fasta,131071,131.07,0.131
PV423699,PV423699.1.fasta,129413,129.41,0.129
PV423700,PV423700.1.fasta,127798,127.8,0.128
PV423701,PV423701.1.fasta,143597,143.6,0.144
PV423702,PV423702.1.fasta,129222,129.22,0.129
PV423703,PV423703.1.fasta,129261,129.26,0.129
PV423704,PV423704.1.fasta,132214,132.21,0.132
PV423705,PV423705.1.fasta,129353,129.35,0.129
PV423706,PV423706.1.fasta,132188,132.19,0.132
PV423707,PV423707.1.fasta,138033,138.03,0.138
PV423708,PV423708.1.fasta,129179,129.18,0.129
PV423709,PV423709.1.fasta,131071,131.07,0.131
PV423710,PV423710.1.fasta,130071,130.07,0.13
PV423711,PV423711.1.fasta,129144,129.14,0.129
PV423712,PV423712.1.fasta,123471,123.47,0.123
PV423713,PV423713.1.fasta,128571,128.57,0.129
PV423714,PV423714.1.fasta,128523,128.52,0.129
PV423715,PV423715.1.fasta,131489,131.49,0.131
PV423716,PV423716.1.fasta,129413,129.41,0.129
PV423717,PV423717.1.fasta,127448,127.45,0.127
PV423718,PV423718.1.fasta,132587,132.59,0.133
PV423719,PV423719.1.fasta,127168,127.17,0.127
PV423720,PV423720.1.fasta,131996,132.0,0.132
PV423721,PV423721.1.fasta,129219,129.22,0.129
PV423722,PV423722.1.fasta,131493,131.49,0.131
PV423723,PV423723.1.fasta,130314,130.31,0.13
PV423724,PV423724.1.fasta,127249,127.25,0.127
PV423725,PV423725.1.fasta,129137,129.14,0.129
PV423726,PV423726.1.fasta,136509,136.51,0.137
PV423727,PV423727.1.fasta,133976,133.98,0.134
PV423728,PV423728.1.fasta,127112,127.11,0.127
PV423729,PV423729.1.fasta,129187,129.19,0.129
PV423730,PV423730.1.fasta,129338,129.34,0.129
PV423731,PV423731.1.fasta,126871,126.87,0.127
PV423732,PV423732.1.fasta,130589,130.59,0.131
PV423733,PV423733.1.fasta,131464,131.46,0.131
PV423827,PV423827.fasta,124318,124.32,0.124
PV423828,PV423828.fasta,122796,122.8,0.123
PV424006,PV424006.fasta,147596,147.6,0.148
PV424134,PV424134.fasta,161395,161.4,0.161
PV424135,PV424135.fasta,160801,160.8,0.161
PV424174,PV424174.fasta,137917,137.92,0.138
PV424333,PV424333.fasta,160719,160.72,0.161
PV426729,PV426729.fasta,149600,149.6,0.15
PV426730,PV426730.fasta,149217,149.22,0.149
PV426731,PV426731.fasta,151552,151.55,0.152
PV426732,PV426732.fasta,152082,152.08,0.152
PV426733,PV426733.fasta,151360,151.36,0.151
PV426734,PV426734.fasta,150047,150.05,0.15
PV426735,PV426735.fasta,149685,149.69,0.15
PV426736,PV426736.fasta,150001,150.0,0.15
PV426737,PV426737.fasta,151913,151.91,0.152
PV426739,PV426739.fasta,152017,152.02,0.152
PV426740,PV426740.fasta,151875,151.88,0.152
PV426742,PV426742.fasta,152282,152.28,0.152
PV426743,PV426743.fasta,149363,149.36,0.149
PV426744,PV426744.fasta,151420,151.42,0.151
PV426745,PV426745.fasta,152092,152.09,0.152
PV426746,PV426746.fasta,151925,151.93,0.152
PV426762,PV426762.fasta,156924,156.92,0.157
PV433242,PV433242.fasta,149972,149.97,0.15
PV433318,PV433318.fasta,156541,156.54,0.157
PV435186,PV435186.fasta,135063,135.06,0.135
PV435187,PV435187.fasta,135052,135.05,0.135
PV440225,PV440225.fasta,164435,164.44,0.164
PV443020,PV443020.fasta,156561,156.56,0.157
PV454981,PV454981.fasta,159478,159.48,0.159
PV454982,PV454982.fasta,160515,160.51,0.161
PV455321,PV455321.fasta,134870,134.87,0.135
PV455322,PV455322.fasta,157063,157.06,0.157
PV464028,PV464028.fasta,153024,153.02,0.153
PV464057,PV464057.fasta,158400,158.4,0.158
PV464276,PV464276.1.fasta,180862,180.86,0.181
PV472299,PV472299.fasta,154557,154.56,0.155
PV472654,PV472654.fasta,156352,156.35,0.156
PV472655,PV472655.fasta,156345,156.34,0.156
PV472656,PV472656.fasta,156764,156.76,0.157
PV472657,PV472657.fasta,156838,156.84,0.157
PV472658,PV472658.fasta,156778,156.78,0.157
PV472659,PV472659.fasta,156876,156.88,0.157
PV472660,PV472660.fasta,156924,156.92,0.157
PV472661,PV472661.fasta,156444,156.44,0.156
PV472662,PV472662.fasta,156115,156.12,0.156
PV476682,PV476682.fasta,152788,152.79,0.153
PV476734,PV476734.fasta,138067,138.07,0.138
PV476768,PV476768.fasta,156214,156.21,0.156
PV476769,PV476769.fasta,156408,156.41,0.156
PV476771,PV476771.fasta,156042,156.04,0.156
PV477048,PV477048.fasta,155397,155.4,0.155
PV480542,PV480542.fasta,151924,151.92,0.152
PV480543,PV480543.fasta,151827,151.83,0.152
PV480544,PV480544.fasta,151890,151.89,0.152
PV480546,PV480546.fasta,130223,130.22,0.13
PV480547,PV480547.fasta,123358,123.36,0.123
PV480548,PV480548.fasta,123404,123.4,0.123
PV480549,PV480549.fasta,124953,124.95,0.125
PV487595,PV487595.fasta,156685,156.69,0.157
PV487597,PV487597.fasta,156765,156.76,0.157
PV487598,PV487598.fasta,156591,156.59,0.157
PV487599,PV487599.fasta,156690,156.69,0.157
PV487827,PV487827.fasta,153368,153.37,0.153
PV487828,PV487828.fasta,154341,154.34,0.154
PV495202,PV495202.fasta,152907,152.91,0.153
PV495210,PV495210.fasta,155899,155.9,0.156
PV528435,PV528435.fasta,151666,151.67,0.152
PV530470,PV530470.fasta,157895,157.9,0.158
PV530471,PV530471.fasta,157895,157.9,0.158
PV536199,PV536199.fasta,135891,135.89,0.136
PV541157,PV541157.fasta,151147,151.15,0.151
PV541173,PV541173.fasta,159931,159.93,0.16
PV546309,PV546309.fasta,158990,158.99,0.159
PV546610,PV546610.fasta,164138,164.14,0.164
PV546611,PV546611.fasta,156211,156.21,0.156
PV546613,PV546613.fasta,162227,162.23,0.162
PV546614,PV546614.fasta,153727,153.73,0.154
